track_uri,track_name,artist_name,total_count,dominant_category,confidence,entropy,distribution
spotify:track:5FQXMRDSTkn9fowDJ3kZo8,You're Going Down,Sick Puppies,99,Workout,0.7677,1.2309,"{""Driving"": 0.08080808080808081, ""Workout"": 0.7676767676767676, ""Gaming"": 0.08080808080808081, ""Party"": 0.050505050505050504, ""DailyRoutine"": 0.010101010101010102, ""Study/Focus"": 0.010101010101010102}"
spotify:track:67AwhpUrZfSLwK2ekFptmM,God Damn,Avenged Sevenfold,10,Workout,0.5,2.161,"{""Driving"": 0.1, ""Party"": 0.1, ""Workout"": 0.5, ""Gaming"": 0.1, ""Sleep/Relax"": 0.1, ""Study/Focus"": 0.1}"
spotify:track:5eALoO9RRACvoxvLKF9zt4,Riot,Three Days Grace,134,Workout,0.7612,1.3318,"{""Driving"": 0.06716417910447761, ""Workout"": 0.7611940298507462, ""Party"": 0.05970149253731343, ""DailyRoutine"": 0.014925373134328358, ""Worship"": 0.007462686567164179, ""Gaming"": 0.06716417910447761, ""Study/Focus"": 0.022388059701492536}"
spotify:track:6M9vEm3Cy3PHr3QkXRX6x3,Unbreakable,Fireflight,15,Workout,0.6,1.4716,"{""Driving"": 0.26666666666666666, ""Workout"": 0.6, ""Gaming"": 0.06666666666666667, ""Sleep/Relax"": 0.06666666666666667}"
spotify:track:73E0RPN8zBQqQhrkBPptTX,(Don't Fear) The Reaper,Pierce The Veil,5,Driving,0.4,1.9219,"{""Driving"": 0.4, ""Party"": 0.2, ""Workout"": 0.2, ""Holiday"": 0.2}"
spotify:track:2NImo2MajNai4CLk35wMut,This Means War,Avenged Sevenfold,27,Workout,0.5556,1.9177,"{""Driving"": 0.14814814814814814, ""Workout"": 0.5555555555555556, ""Sleep/Relax"": 0.037037037037037035, ""Study/Focus"": 0.14814814814814814, ""Gaming"": 0.037037037037037035, ""Party"": 0.07407407407407407}"
spotify:track:0Beb8WbTKUTbmtSxLyCF3x,Second Heartbeat,Avenged Sevenfold,5,Workout,0.6,1.371,"{""Driving"": 0.2, ""Workout"": 0.6, ""Gaming"": 0.2}"
spotify:track:4BqYQ1WQ0GFE1xmIaduKLi,Planets,Avenged Sevenfold,5,Workout,0.6,1.371,"{""Driving"": 0.2, ""Workout"": 0.6, ""Study/Focus"": 0.2}"
spotify:track:3vYP5IgBfHv9nWbNhTq3IS,Coming Home,Avenged Sevenfold,8,Workout,0.75,1.0613,"{""Driving"": 0.125, ""Workout"": 0.75, ""Study/Focus"": 0.125}"
spotify:track:31sv85yD7zbD6X9B2FHpxy,Heretic,Avenged Sevenfold,6,Workout,0.5,1.7925,"{""Driving"": 0.16666666666666666, ""Sleep/Relax"": 0.16666666666666666, ""Workout"": 0.5, ""Party"": 0.16666666666666666}"
spotify:track:5anCkDvJ17aznvK5TED5uo,Hail to the King,Avenged Sevenfold,99,Workout,0.6465,1.7989,"{""Driving"": 0.09090909090909091, ""Workout"": 0.6464646464646465, ""Gaming"": 0.09090909090909091, ""Study/Focus"": 0.0707070707070707, ""Party"": 0.06060606060606061, ""Worship"": 0.010101010101010102, ""Sleep/Relax"": 0.020202020202020204, ""DailyRoutine"": 0.010101010101010102}"
spotify:track:7pS3O75hJnthHr64tlpqPn,Danger Line,Avenged Sevenfold,7,Workout,0.5714,1.3788,"{""Driving"": 0.2857142857142857, ""Gaming"": 0.14285714285714285, ""Workout"": 0.5714285714285714}"
spotify:track:4veeNpXDK1YRHMTJ1Cppsg,Buried Alive,Avenged Sevenfold,15,Workout,0.6,1.7383,"{""Driving"": 0.06666666666666667, ""Holiday"": 0.06666666666666667, ""Gaming"": 0.13333333333333333, ""Workout"": 0.6, ""Study/Focus"": 0.13333333333333333}"
spotify:track:5o8OdhjVZSF2wCj7M8UpMN,Natural Born Killer,Avenged Sevenfold,12,Workout,0.6667,1.4183,"{""Driving"": 0.16666666666666666, ""Workout"": 0.6666666666666666, ""Holiday"": 0.08333333333333333, ""Gaming"": 0.08333333333333333}"
spotify:track:7Hr1Ignop7cymbE3FbOtXa,So Far Away,Avenged Sevenfold,16,Workout,0.3125,2.4772,"{""Driving"": 0.1875, ""Holiday"": 0.0625, ""Gaming"": 0.0625, ""Sleep/Relax"": 0.0625, ""Study/Focus"": 0.25, ""Party"": 0.0625, ""Workout"": 0.3125}"
spotify:track:031uTUhyy6xmDJqmeWJBi9,God Hates Us,Avenged Sevenfold,6,Workout,0.8333,0.65,"{""Driving"": 0.16666666666666666, ""Workout"": 0.8333333333333334}"
spotify:track:7MOQrtXMNImAq5TrPZzC0w,Gunslinger,Avenged Sevenfold,7,Workout,0.4286,1.8424,"{""Driving"": 0.2857142857142857, ""Workout"": 0.42857142857142855, ""Study/Focus"": 0.14285714285714285, ""Party"": 0.14285714285714285}"
spotify:track:7zAt4tdL44D3VuzsvM0N8n,Afterlife,Avenged Sevenfold,34,Workout,0.6176,1.7756,"{""Driving"": 0.08823529411764706, ""Workout"": 0.6176470588235294, ""Study/Focus"": 0.14705882352941177, ""Gaming"": 0.058823529411764705, ""Party"": 0.058823529411764705, ""DailyRoutine"": 0.029411764705882353}"
spotify:track:6FVYwnVrnAEIRnY3bHJb46,Beast and the Harlot,Avenged Sevenfold,24,Workout,0.5,2.3444,"{""Driving"": 0.041666666666666664, ""Gaming"": 0.125, ""Holiday"": 0.041666666666666664, ""Workout"": 0.5, ""Study/Focus"": 0.08333333333333333, ""DailyRoutine"": 0.041666666666666664, ""Seasonal/Summer"": 0.08333333333333333, ""Party"": 0.08333333333333333}"
spotify:track:1hrfvLgEC9lci0kB89QEQ0,Carry On,Avenged Sevenfold,17,Workout,0.5294,1.8499,"{""Driving"": 0.17647058823529413, ""Workout"": 0.5294117647058824, ""Study/Focus"": 0.17647058823529413, ""Sleep/Relax"": 0.058823529411764705, ""Gaming"": 0.058823529411764705}"
spotify:track:2KuavTdtEAK4eG2paNQnW7,War Is The Answer,Five Finger Death Punch,15,Workout,0.4667,1.5628,"{""Driving"": 0.06666666666666667, ""Study/Focus"": 0.4, ""Workout"": 0.4666666666666667, ""Party"": 0.06666666666666667}"
spotify:track:5R76x5BVkmewkvu1vBtARa,Burn It Down,Five Finger Death Punch,10,Workout,0.9,0.469,"{""Driving"": 0.1, ""Workout"": 0.9}"
spotify:track:6emqKI685TniB3SUER57JO,Bulletproof,Five Finger Death Punch,12,Workout,0.9167,0.4138,"{""Driving"": 0.08333333333333333, ""Workout"": 0.9166666666666666}"
spotify:track:5uzd41W6gXjbCIlcfGsKea,Dying Breed,Five Finger Death Punch,13,Workout,0.8462,0.7732,"{""Driving"": 0.07692307692307693, ""Workout"": 0.8461538461538461, ""Gaming"": 0.07692307692307693}"
spotify:track:44wmQ0qPuzDRMSTlOj8mWy,A Place to Die,Five Finger Death Punch,6,Workout,0.8333,0.65,"{""Driving"": 0.16666666666666666, ""Workout"": 0.8333333333333334}"
spotify:track:648fQrTDPYRbRUe5l6UM9x,Death Before Dishonor,Five Finger Death Punch,14,Workout,0.7143,1.0949,"{""Driving"": 0.21428571428571427, ""Workout"": 0.7142857142857143, ""Study/Focus"": 0.07142857142857142}"
spotify:track:0fDyPYLp5aveCQsTe6dKEr,American Capitalist,Five Finger Death Punch,13,Workout,0.8462,0.6194,"{""Driving"": 0.15384615384615385, ""Workout"": 0.8461538461538461}"
spotify:track:6rmy8aPXRCvzO07qzTzbvd,Coming Down,Five Finger Death Punch,33,Workout,0.5455,1.8875,"{""Driving"": 0.15151515151515152, ""Workout"": 0.5454545454545454, ""Party"": 0.09090909090909091, ""Gaming"": 0.09090909090909091, ""Study/Focus"": 0.12121212121212122}"
spotify:track:5swdqhwvaRJvIObTMetZi3,Here To Die,Five Finger Death Punch,7,Workout,0.8571,0.5917,"{""Driving"": 0.14285714285714285, ""Workout"": 0.8571428571428571}"
spotify:track:4aGmpccHGmQ5Sx0DeHEdWc,Weight Beneath My Sin,Five Finger Death Punch,6,Workout,0.8333,0.65,"{""Driving"": 0.16666666666666666, ""Workout"": 0.8333333333333334}"
spotify:track:25nnecTfdp2tURMgZuK1d4,Burn MF,Five Finger Death Punch,15,Workout,0.7333,1.2366,"{""Driving"": 0.13333333333333333, ""Workout"": 0.7333333333333333, ""Gaming"": 0.06666666666666667, ""Study/Focus"": 0.06666666666666667}"
spotify:track:1VcUWQurnT38NBEIUxnBFb,Mama Said Knock You Out,Five Finger Death Punch,17,Workout,0.7647,1.1401,"{""Driving"": 0.058823529411764705, ""Workout"": 0.7647058823529411, ""Gaming"": 0.11764705882352941, ""Study/Focus"": 0.058823529411764705}"
spotify:track:1LHZMWefF9502NPfArRfvP,Lift Me Up (feat. Rob Halford of Judas Priest),Five Finger Death Punch,53,Workout,0.8302,0.9691,"{""Driving"": 0.03773584905660377, ""Workout"": 0.8301886792452831, ""Party"": 0.018867924528301886, ""Gaming"": 0.07547169811320754, ""Study/Focus"": 0.03773584905660377}"
spotify:track:0pxGAjFF3FKuaX2wnyhdaO,I.M.Sin,Five Finger Death Punch,8,Workout,0.75,1.0613,"{""Driving"": 0.125, ""Workout"": 0.75, ""Study/Focus"": 0.125}"
spotify:track:4alpwHPHQdxHdxrtXjL14r,Dot Your Eyes,Five Finger Death Punch,9,Workout,0.8889,0.5033,"{""Driving"": 0.1111111111111111, ""Workout"": 0.8888888888888888}"
spotify:track:4UEo1b0wWrtHMC8bVqPiH8,Nightmare,Avenged Sevenfold,54,Workout,0.537,2.2568,"{""Driving"": 0.09259259259259259, ""Gaming"": 0.12962962962962962, ""Workout"": 0.5370370370370371, ""Holiday"": 0.037037037037037035, ""Study/Focus"": 0.07407407407407407, ""Sleep/Relax"": 0.037037037037037035, ""Worship"": 0.018518518518518517, ""Party"": 0.05555555555555555, ""DailyRoutine"": 0.018518518518518517}"
spotify:track:41pOIT2t1rvr2Trg1HQChZ,Radio/Video,System Of A Down,12,Workout,0.5,2.1258,"{""Driving"": 0.08333333333333333, ""Workout"": 0.5, ""Study/Focus"": 0.16666666666666666, ""Party"": 0.08333333333333333, ""Sleep/Relax"": 0.08333333333333333, ""DailyRoutine"": 0.08333333333333333}"
spotify:track:7q6dQPgSSH1dsu4qTNkaGp,I-E-A-I-A-I-O,System Of A Down,9,Workout,0.4444,1.7527,"{""Driving"": 0.3333333333333333, ""Workout"": 0.4444444444444444, ""DailyRoutine"": 0.1111111111111111, ""Sleep/Relax"": 0.1111111111111111}"
spotify:track:5V3mdRI2yQxbSsJGDPc5lD,Chop Suey!,System Of A Down,171,Workout,0.6257,1.9345,"{""Driving"": 0.09941520467836257, ""Workout"": 0.6257309941520468, ""Gaming"": 0.017543859649122806, ""Party"": 0.10526315789473684, ""Study/Focus"": 0.07017543859649122, ""Holiday"": 0.005847953216374269, ""Worship"": 0.005847953216374269, ""Sleep/Relax"": 0.023391812865497075, ""Seasonal/Summer"": 0.023391812865497075, ""DailyRoutine"": 0.023391812865497075}"
spotify:track:249Z7XT6mf8B2zuI0RaeS0,Violent Pornography,System Of A Down,17,Workout,0.4118,2.4165,"{""Driving"": 0.11764705882352941, ""Workout"": 0.4117647058823529, ""Study/Focus"": 0.058823529411764705, ""Party"": 0.11764705882352941, ""Gaming"": 0.058823529411764705, ""DailyRoutine"": 0.17647058823529413, ""Sleep/Relax"": 0.058823529411764705}"
spotify:track:027h5P3kCyktHv9dpHUBBS,Why Don't You Get A Job,The Offspring,35,Driving,0.3714,2.1969,"{""Driving"": 0.37142857142857144, ""Workout"": 0.22857142857142856, ""Seasonal/Summer"": 0.02857142857142857, ""Party"": 0.2571428571428571, ""Study/Focus"": 0.02857142857142857, ""DailyRoutine"": 0.05714285714285714, ""Gaming"": 0.02857142857142857}"
spotify:track:3MXA2BkBk0lSuMpRoM7SK2,The Trooper - 1998 Remastered Version,Iron Maiden,26,Workout,0.5385,1.9769,"{""Driving"": 0.15384615384615385, ""Party"": 0.11538461538461539, ""Romance/Wedding"": 0.038461538461538464, ""Gaming"": 0.11538461538461539, ""Workout"": 0.5384615384615384, ""Study/Focus"": 0.038461538461538464}"
spotify:track:6V68ItawQkQlZhYIf1S86C,Crazy=Genius,Panic! At The Disco,39,Workout,0.359,2.3128,"{""Driving"": 0.3076923076923077, ""Workout"": 0.358974358974359, ""DailyRoutine"": 0.02564102564102564, ""Party"": 0.1282051282051282, ""Study/Focus"": 0.02564102564102564, ""Sleep/Relax"": 0.02564102564102564, ""Seasonal/Summer"": 0.10256410256410256, ""Holiday"": 0.02564102564102564}"
spotify:track:4bPQs0PHn4xbipzdPfn6du,I Write Sins Not Tragedies,Panic! At The Disco,221,Driving,0.3348,2.6508,"{""Driving"": 0.334841628959276, ""Workout"": 0.17647058823529413, ""DailyRoutine"": 0.06787330316742081, ""Sleep/Relax"": 0.04524886877828054, ""Party"": 0.20361990950226244, ""Seasonal/Summer"": 0.09049773755656108, ""Gaming"": 0.027149321266968326, ""Romance/Wedding"": 0.004524886877828055, ""Holiday"": 0.013574660633484163, ""Study/Focus"": 0.03619909502262444}"
spotify:track:1j6kDJttn6wbVyMaM42Nxm,Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,168,Party,0.4286,1.9712,"{""Party"": 0.42857142857142855, ""Workout"": 0.31547619047619047, ""Driving"": 0.1488095238095238, ""Seasonal/Summer"": 0.05952380952380952, ""Sleep/Relax"": 0.02976190476190476, ""Gaming"": 0.005952380952380952, ""Study/Focus"": 0.011904761904761904}"
spotify:track:6br4Pc0BzU6dTD5fEmks2i,Electric Body,A$AP Rocky,105,Party,0.3524,2.2914,"{""Party"": 0.3523809523809524, ""Seasonal/Summer"": 0.10476190476190476, ""Workout"": 0.26666666666666666, ""Driving"": 0.2, ""Sleep/Relax"": 0.02857142857142857, ""Gaming"": 0.009523809523809525, ""DailyRoutine"": 0.009523809523809525, ""Romance/Wedding"": 0.01904761904761905, ""Study/Focus"": 0.009523809523809525}"
spotify:track:29ZSk6XmWPx3DX69xBb7Yi,M'$,A$AP Rocky,39,Workout,0.359,2.1538,"{""Party"": 0.2564102564102564, ""Workout"": 0.358974358974359, ""Driving"": 0.20512820512820512, ""Seasonal/Summer"": 0.1282051282051282, ""DailyRoutine"": 0.02564102564102564, ""Sleep/Relax"": 0.02564102564102564}"
spotify:track:5oeKoJMi9g6GXEbtz1ta0f,PMW (All I Really Need),A$AP Rocky,44,Party,0.4091,2.2792,"{""Party"": 0.4090909090909091, ""Driving"": 0.22727272727272727, ""Workout"": 0.1590909090909091, ""Gaming"": 0.022727272727272728, ""Sleep/Relax"": 0.09090909090909091, ""Study/Focus"": 0.045454545454545456, ""Seasonal/Summer"": 0.045454545454545456}"
spotify:track:7eaKWfov7b2Qa2n6HTesL3,Shabba,A$AP Ferg,238,Party,0.563,1.7974,"{""Party"": 0.5630252100840336, ""Workout"": 0.23949579831932774, ""Driving"": 0.1092436974789916, ""Sleep/Relax"": 0.008403361344537815, ""Gaming"": 0.008403361344537815, ""DailyRoutine"": 0.008403361344537815, ""Study/Focus"": 0.029411764705882353, ""Seasonal/Summer"": 0.03361344537815126}"
spotify:track:3tZlxGCaynTIKK83TF4uPB,Old English,Salva,111,Party,0.4505,2.0988,"{""Party"": 0.45045045045045046, ""Workout"": 0.2882882882882883, ""Driving"": 0.10810810810810811, ""Gaming"": 0.036036036036036036, ""DailyRoutine"": 0.018018018018018018, ""Seasonal/Summer"": 0.07207207207207207, ""Sleep/Relax"": 0.018018018018018018, ""Study/Focus"": 0.009009009009009009}"
spotify:track:12d5QFwzh60IIHlsSnAvps,10 Bands,Drake,237,Party,0.4093,2.0827,"{""Party"": 0.4092827004219409, ""Workout"": 0.35443037974683544, ""Seasonal/Summer"": 0.046413502109704644, ""Driving"": 0.10970464135021098, ""Gaming"": 0.02109704641350211, ""DailyRoutine"": 0.02531645569620253, ""Study/Focus"": 0.012658227848101266, ""Holiday"": 0.008438818565400843, ""Sleep/Relax"": 0.012658227848101266}"
spotify:track:5InOp6q2vvx0fShv3bzFLZ,Know Yourself,Drake,274,Party,0.3504,2.4226,"{""Party"": 0.35036496350364965, ""Workout"": 0.24452554744525548, ""Gaming"": 0.025547445255474453, ""Seasonal/Summer"": 0.08759124087591241, ""Driving"": 0.19708029197080293, ""Sleep/Relax"": 0.043795620437956206, ""Study/Focus"": 0.021897810218978103, ""Romance/Wedding"": 0.0072992700729927005, ""DailyRoutine"": 0.021897810218978103}"
spotify:track:79XrkTOfV1AqySNjVlygpW,Energy,Drake,386,Party,0.3653,2.2248,"{""Party"": 0.36528497409326427, ""Workout"": 0.34974093264248707, ""Driving"": 0.13730569948186527, ""Gaming"": 0.03626943005181347, ""Sleep/Relax"": 0.018134715025906734, ""Seasonal/Summer"": 0.046632124352331605, ""Study/Focus"": 0.015544041450777202, ""Romance/Wedding"": 0.007772020725388601, ""DailyRoutine"": 0.02072538860103627, ""Holiday"": 0.0025906735751295338}"
spotify:track:3a8tAZFJxlmBwOtrf5L1oC,6 God,Drake,126,Workout,0.4286,1.9383,"{""Party"": 0.36507936507936506, ""Workout"": 0.42857142857142855, ""Driving"": 0.1111111111111111, ""Gaming"": 0.023809523809523808, ""Seasonal/Summer"": 0.031746031746031744, ""Study/Focus"": 0.015873015873015872, ""DailyRoutine"": 0.015873015873015872, ""Sleep/Relax"": 0.007936507936507936}"
spotify:track:7JXZq0JgG2zTrSOAgY8VMC,Jungle,Drake,100,Sleep/Relax,0.38,2.6732,"{""Party"": 0.13, ""Seasonal/Summer"": 0.06, ""Sleep/Relax"": 0.38, ""Workout"": 0.07, ""Romance/Wedding"": 0.09, ""Study/Focus"": 0.05, ""Driving"": 0.17, ""DailyRoutine"": 0.03, ""Gaming"": 0.01, ""Holiday"": 0.01}"
spotify:track:4FHu9bOzBjZurx89CMa42L,All Falls Down,Kanye West,111,Party,0.3423,2.5024,"{""Party"": 0.34234234234234234, ""Romance/Wedding"": 0.05405405405405406, ""Seasonal/Summer"": 0.06306306306306306, ""Driving"": 0.23423423423423423, ""Workout"": 0.1981981981981982, ""DailyRoutine"": 0.05405405405405406, ""Sleep/Relax"": 0.018018018018018018, ""Gaming"": 0.018018018018018018, ""Study/Focus"": 0.018018018018018018}"
spotify:track:4WSSY5ZnbhVN2PVXcjY1yh,Slow Jamz,Twista,64,Party,0.3594,2.7221,"{""Party"": 0.359375, ""Seasonal/Summer"": 0.03125, ""Driving"": 0.171875, ""Workout"": 0.109375, ""Study/Focus"": 0.0625, ""Romance/Wedding"": 0.140625, ""Sleep/Relax"": 0.046875, ""Gaming"": 0.015625, ""DailyRoutine"": 0.046875, ""Holiday"": 0.015625}"
spotify:track:1pHmmvnRsCqI56r8NZecvq,Through The Wire,Kanye West,52,Workout,0.3269,2.377,"{""Party"": 0.28846153846153844, ""Workout"": 0.3269230769230769, ""Driving"": 0.19230769230769232, ""Seasonal/Summer"": 0.057692307692307696, ""Gaming"": 0.057692307692307696, ""DailyRoutine"": 0.019230769230769232, ""Sleep/Relax"": 0.038461538461538464, ""Study/Focus"": 0.019230769230769232}"
spotify:track:6bUNEbXT7HovLW6BgPCBsb,Roses,OutKast,212,Party,0.4623,2.3412,"{""Party"": 0.46226415094339623, ""Seasonal/Summer"": 0.11320754716981132, ""Workout"": 0.15566037735849056, ""Gaming"": 0.02358490566037736, ""Driving"": 0.14622641509433962, ""Romance/Wedding"": 0.0330188679245283, ""Study/Focus"": 0.014150943396226415, ""Sleep/Relax"": 0.0330188679245283, ""DailyRoutine"": 0.018867924528301886}"
spotify:track:1jk9c0gZI0wbn5GvAj7PBV,Check,Young Thug,79,Party,0.4937,2.0147,"{""Party"": 0.4936708860759494, ""Workout"": 0.22784810126582278, ""Seasonal/Summer"": 0.0759493670886076, ""Sleep/Relax"": 0.06329113924050633, ""Driving"": 0.11392405063291139, ""Study/Focus"": 0.02531645569620253}"
spotify:track:1UIUkZtlgyrjPcH2agNomU,Constantly Hating (feat. Birdman),Young Thug,10,Party,0.8,0.9219,"{""Party"": 0.8, ""Workout"": 0.1, ""Driving"": 0.1}"
spotify:track:61zTSexBvC42Db8jxMHuKx,Handsome And Wealthy,Migos,135,Party,0.437,2.0283,"{""Party"": 0.43703703703703706, ""Workout"": 0.32592592592592595, ""Driving"": 0.11851851851851852, ""Seasonal/Summer"": 0.044444444444444446, ""Sleep/Relax"": 0.014814814814814815, ""Gaming"": 0.02962962962962963, ""Study/Focus"": 0.022222222222222223, ""DailyRoutine"": 0.007407407407407408}"
spotify:track:2n5gVJ9fzeX2SSWlLQuyS9,Fight Night,Migos,416,Workout,0.4231,1.825,"{""Party"": 0.41346153846153844, ""Workout"": 0.4230769230769231, ""Driving"": 0.0673076923076923, ""Gaming"": 0.036057692307692304, ""Seasonal/Summer"": 0.03365384615384615, ""Sleep/Relax"": 0.002403846153846154, ""DailyRoutine"": 0.014423076923076924, ""Study/Focus"": 0.009615384615384616}"
spotify:track:3H7UfOkl5vh9sZ07nxSbUb,Freak No More,Migos,36,Party,0.5278,1.9722,"{""Party"": 0.5277777777777778, ""Seasonal/Summer"": 0.08333333333333333, ""Workout"": 0.1111111111111111, ""Driving"": 0.19444444444444445, ""Study/Focus"": 0.05555555555555555, ""Gaming"": 0.027777777777777776}"
spotify:track:3SnLc0bQjQeE3HgGdNfb8u,Hannah Montana,Migos,55,Party,0.6,1.6038,"{""Party"": 0.6, ""Workout"": 0.2545454545454545, ""Driving"": 0.07272727272727272, ""Gaming"": 0.01818181818181818, ""Seasonal/Summer"": 0.03636363636363636, ""Study/Focus"": 0.01818181818181818}"
spotify:track:0XGLsSU6wtfnKXiMNvQr61,Versace (Remix),Migos,105,Party,0.5333,1.8153,"{""Party"": 0.5333333333333333, ""Workout"": 0.2857142857142857, ""Driving"": 0.09523809523809523, ""Sleep/Relax"": 0.02857142857142857, ""Seasonal/Summer"": 0.01904761904761905, ""Gaming"": 0.01904761904761905, ""Study/Focus"": 0.009523809523809525, ""DailyRoutine"": 0.009523809523809525}"
spotify:track:2L8cFPItBljPNJgPjTnuIf,No Flex Zone,Rae Sremmurd,168,Party,0.5119,1.9366,"{""Party"": 0.5119047619047619, ""Driving"": 0.06547619047619048, ""Workout"": 0.2916666666666667, ""Seasonal/Summer"": 0.017857142857142856, ""Gaming"": 0.05952380952380952, ""DailyRoutine"": 0.023809523809523808, ""Sleep/Relax"": 0.005952380952380952, ""Study/Focus"": 0.017857142857142856, ""Holiday"": 0.005952380952380952}"
spotify:track:7DTlsMOQjGysXHpwwpHuPl,Lifestyle,Rich Gang,183,Party,0.5574,1.889,"{""Party"": 0.5573770491803278, ""Seasonal/Summer"": 0.06557377049180328, ""Driving"": 0.1092896174863388, ""Workout"": 0.21311475409836064, ""Sleep/Relax"": 0.01639344262295082, ""Gaming"": 0.01639344262295082, ""DailyRoutine"": 0.01092896174863388, ""Study/Focus"": 0.01092896174863388}"
spotify:track:49zD0wr2S3d0lZPib0K4e1,F*ck Up Some Commas,Future,413,Party,0.4528,2.0525,"{""Party"": 0.45278450363196127, ""Workout"": 0.3196125907990315, ""Driving"": 0.10411622276029056, ""Seasonal/Summer"": 0.048426150121065374, ""Romance/Wedding"": 0.002421307506053269, ""Gaming"": 0.01937046004842615, ""Sleep/Relax"": 0.009685230024213076, ""Study/Focus"": 0.01694915254237288, ""DailyRoutine"": 0.01937046004842615, ""Holiday"": 0.007263922518159807}"
spotify:track:6J5sxraPPZ4b0CVOGAgpXj,I'm Different,2 Chainz,148,Party,0.5811,1.6972,"{""Party"": 0.581081081081081, ""Workout"": 0.2635135135135135, ""Gaming"": 0.02702702702702703, ""Sleep/Relax"": 0.006756756756756757, ""Driving"": 0.08108108108108109, ""Holiday"": 0.013513513513513514, ""Seasonal/Summer"": 0.013513513513513514, ""Study/Focus"": 0.013513513513513514}"
spotify:track:6j9iyrrmqWlQZ5SD1hSTaq,No Lie,2 Chainz,110,Party,0.5273,1.8223,"{""Party"": 0.5272727272727272, ""Workout"": 0.3090909090909091, ""Driving"": 0.07272727272727272, ""DailyRoutine"": 0.02727272727272727, ""Seasonal/Summer"": 0.00909090909090909, ""Sleep/Relax"": 0.01818181818181818, ""Study/Focus"": 0.01818181818181818, ""Gaming"": 0.00909090909090909, ""Holiday"": 0.00909090909090909}"
spotify:track:07RXBKfyCYIYRMLCvlGWXU,Feds Watching,2 Chainz,45,Party,0.5556,1.7446,"{""Party"": 0.5555555555555556, ""Workout"": 0.26666666666666666, ""Driving"": 0.022222222222222223, ""Seasonal/Summer"": 0.06666666666666667, ""Study/Focus"": 0.06666666666666667, ""Sleep/Relax"": 0.022222222222222223}"
spotify:track:0DgY053iwPDydoRymeGVZX,Int'l Players Anthem (I Choose You),UGK,58,Party,0.3621,2.5699,"{""Party"": 0.3620689655172414, ""Study/Focus"": 0.05172413793103448, ""Workout"": 0.22413793103448276, ""Driving"": 0.13793103448275862, ""Romance/Wedding"": 0.08620689655172414, ""Seasonal/Summer"": 0.06896551724137931, ""Sleep/Relax"": 0.034482758620689655, ""DailyRoutine"": 0.017241379310344827, ""Holiday"": 0.017241379310344827}"
spotify:track:3ODXRUPL44f04cCacwiCLC,i,Kendrick Lamar,30,Party,0.3667,2.5093,"{""Party"": 0.36666666666666664, ""Workout"": 0.16666666666666666, ""Seasonal/Summer"": 0.06666666666666667, ""Driving"": 0.2, ""Sleep/Relax"": 0.1, ""Romance/Wedding"": 0.03333333333333333, ""DailyRoutine"": 0.03333333333333333, ""Study/Focus"": 0.03333333333333333}"
spotify:track:1ULa3GfdMKs0MfRpm6xVlu,We Dem Boyz,Wiz Khalifa,313,Party,0.4569,2.0167,"{""Party"": 0.45686900958466453, ""Workout"": 0.30990415335463256, ""Driving"": 0.10543130990415335, ""Seasonal/Summer"": 0.038338658146964855, ""Sleep/Relax"": 0.003194888178913738, ""Study/Focus"": 0.025559105431309903, ""Gaming"": 0.051118210862619806, ""DailyRoutine"": 0.006389776357827476, ""Romance/Wedding"": 0.003194888178913738}"
spotify:track:4E92bmgFiHxvy2SNjXjC3b,Blessings,Big Sean,235,Party,0.3957,2.3264,"{""Party"": 0.39574468085106385, ""Workout"": 0.2723404255319149, ""Driving"": 0.16170212765957448, ""Sleep/Relax"": 0.02553191489361702, ""DailyRoutine"": 0.02127659574468085, ""Gaming"": 0.03829787234042553, ""Seasonal/Summer"": 0.03829787234042553, ""Study/Focus"": 0.03829787234042553, ""Romance/Wedding"": 0.00425531914893617, ""Holiday"": 0.00425531914893617}"
spotify:track:3sNVsP50132BTNlImLx70i,Bound 2,Kanye West,119,Party,0.3613,2.3865,"{""Party"": 0.36134453781512604, ""Driving"": 0.19327731092436976, ""Workout"": 0.20168067226890757, ""DailyRoutine"": 0.05042016806722689, ""Seasonal/Summer"": 0.11764705882352941, ""Sleep/Relax"": 0.05042016806722689, ""Study/Focus"": 0.025210084033613446}"
spotify:track:0iq0v8ofWKRyzFw6uNpsZr,Can I Get A... - From The Rush Hour Soundtrack,JAY Z,37,Workout,0.4595,1.5476,"{""Party"": 0.43243243243243246, ""Workout"": 0.4594594594594595, ""Romance/Wedding"": 0.05405405405405406, ""Sleep/Relax"": 0.02702702702702703, ""Holiday"": 0.02702702702702703}"
spotify:track:4hrae8atte6cRlSC9a7VCO,Always On Time,Ja Rule,77,Party,0.4545,2.392,"{""Party"": 0.45454545454545453, ""Workout"": 0.12987012987012986, ""Seasonal/Summer"": 0.03896103896103896, ""Driving"": 0.16883116883116883, ""Study/Focus"": 0.03896103896103896, ""Romance/Wedding"": 0.1038961038961039, ""DailyRoutine"": 0.025974025974025976, ""Sleep/Relax"": 0.025974025974025976, ""Holiday"": 0.012987012987012988}"
