sample_id,name_key,name,n_playlists,has_purpose,purpose_note,confidence,model,standard_category
9791,come fly with me,come fly with me,16,yes,uplifting song for travel,mid,gpt-4o-mini,Workout
9797,d.a.n.c.e.,D.A.N.C.E.,16,yes,dance music for parties,mid,gpt-4o-mini,Party
9799,"dance, dance","dance, dance",16,yes,dance music for parties,mid,gpt-4o-mini,Party
9808,dinner songs,Dinner Songs,16,yes,for dinner time,high,gpt-4o-mini,DailyRoutine
9809,dinnertime,dinnertime,16,yes,for dinner time,high,gpt-4o-mini,DailyRoutine
9844,friday playlist,FRIDAY PLAYLIST,16,yes,Friday listening,high,gpt-4o-mini,Other_Purpose
9852,get high,get high,16,yes,getting high,mid,gpt-4o-mini,Other_Purpose
9854,girls just want to have fun,Girls Just Want to Have Fun,16,yes,fun listening,high,gpt-4o-mini,Other_Purpose
9861,grinding,grinding,16,yes,grinding motivation,mid,gpt-4o-mini,Other_Purpose
9863,gym hype,gym hype,16,yes,gym motivation,high,gpt-4o-mini,Workout
9864,gym list,gym list,16,yes,gym playlist,high,gpt-4o-mini,Workout
9865,gym 💪🏼,Gym 💪🏼,16,yes,gym workout,high,gpt-4o-mini,Workout
9875,holiday mix,Holiday Mix,16,yes,holiday listening,high,gpt-4o-mini,Holiday
9881,hungover,Hungover,16,yes,for recovery from hangover,high,gpt-4o-mini,Other_Purpose
9886,instrumental study,Instrumental Study,16,yes,for studying,high,gpt-4o-mini,Study/Focus
9890,it's the most wonderful time of the year,It's the Most Wonderful Time of the Year,16,yes,for Christmas season,high,gpt-4o-mini,Holiday
9916,lazy afternoon,lazy afternoon,16,yes,for a relaxed afternoon,mid,gpt-4o-mini,Sleep/Relax
9917,let's dance!,Let's Dance!,16,yes,for dancing,high,gpt-4o-mini,Party
9918,lets get it on,Lets Get it On,16,yes,for romantic moments,high,gpt-4o-mini,Romance/Wedding
9930,make love,Make love,16,yes,romantic situation,high,gpt-4o-mini,Romance/Wedding
9938,meditations,meditations,16,yes,meditative context,high,gpt-4o-mini,Sleep/Relax
9940,mellow rap,mellow rap,16,yes,chill listening,high,gpt-4o-mini,Sleep/Relax
9948,movember,Movember,16,yes,November theme,high,gpt-4o-mini,Other_Purpose
9964,nye party,NYE party,16,yes,New Year's Eve party,high,gpt-4o-mini,Party
9970,old school bangers,Old School Bangers,16,yes,Old school party hits,high,gpt-4o-mini,Party
9971,old school hiphop,Old School HipHop,16,yes,Old school hip hop vibes,high,gpt-4o-mini,Other_Purpose
9972,old school reggae,Old School Reggae,16,yes,Old school reggae tunes,high,gpt-4o-mini,Other_Purpose
9978,pa' bailar,Pa' Bailar,16,yes,Dance party music,high,gpt-4o-mini,Party
9980,party bangers,party bangers,16,yes,Party bangers,high,gpt-4o-mini,Party
9981,party chill,Party Chill,16,yes,Chill party atmosphere,high,gpt-4o-mini,Party
9982,party dance,Party dance,16,yes,Dance party playlist,high,gpt-4o-mini,Party
9983,party 🎉,Party 🎉,16,yes,Celebratory party vibes,high,gpt-4o-mini,Party
9984,partybus,partybus,16,yes,Party bus music,high,gpt-4o-mini,Party
9991,play this,play this,16,yes,Must-play songs,high,gpt-4o-mini,Other_Purpose
9994,pre wedding,Pre wedding,16,yes,Pre-wedding celebration,high,gpt-4o-mini,Party
9995,procrastination,Procrastination,16,yes,Music for procrastination,mid,gpt-4o-mini,Other_Purpose
9999,quickstep,Quickstep,16,yes,Quickstep dance music,mid,gpt-4o-mini,Party
10000,r o a d t r i p,r o a d t r i p,16,yes,for a road trip,high,gpt-4o-mini,Driving
10033,shake it out,Shake It Out,16,yes,for relaxation,mid,gpt-4o-mini,Sleep/Relax
10034,she will be loved,she will be loved,16,yes,for a romantic moment,mid,gpt-4o-mini,Romance/Wedding
10036,simmer down,simmer down,16,yes,for relaxation,mid,gpt-4o-mini,Sleep/Relax
10038,sit back and relax,Sit back and relax,16,yes,for relaxation,high,gpt-4o-mini,Sleep/Relax
10040,sleep 😴,Sleep 😴,16,yes,For sleeping or relaxation,high,gpt-4o-mini,Sleep/Relax
10060,stay strong,Stay Strong,16,yes,For motivation or encouragement,mid,gpt-4o-mini,Other_Purpose
10065,study 2,Study 2,16,yes,For studying or focus,high,gpt-4o-mini,Study/Focus
10066,study/chill,study/chill,16,yes,For studying or relaxing,high,gpt-4o-mini,Sleep/Relax
10101,trip music,Trip Music,16,yes,music for traveling,high,gpt-4o-mini,Party
10102,ultimate chill,Ultimate Chill,16,yes,relaxing music,high,gpt-4o-mini,Sleep/Relax
10103,ultra chill,ultra chill,16,yes,relaxing music,high,gpt-4o-mini,Sleep/Relax
10112,wedding chill,Wedding Chill,16,yes,music for weddings,high,gpt-4o-mini,Sleep/Relax
10118,work chill,Work Chill,16,yes,music for work,high,gpt-4o-mini,Sleep/Relax
10119,work hard play hard,Work hard play hard,16,yes,music for working hard,high,gpt-4o-mini,Study/Focus
10120,workout motivation,workout motivation,16,yes,Motivation for workouts,high,gpt-4o-mini,Workout
10134,🚗🚗,🚗🚗,16,yes,Road trip vibes,mid,gpt-4o-mini,Driving
10159,all day every day,All Day Every Day,15,yes,Everyday listening,mid,gpt-4o-mini,Other_Purpose
10178,belly dance,Belly Dance,15,yes,dance or performance,high,gpt-4o-mini,Party
10180,birthday sex,Birthday Sex,15,yes,birthday celebration,high,gpt-4o-mini,Party
10190,burning man,BURNING MAN,15,yes,event or festival,high,gpt-4o-mini,Other_Purpose
10192,california road trip,california road trip,15,yes,road trip,high,gpt-4o-mini,Driving
10194,calming songs,Calming songs,15,yes,relaxation or calming,high,gpt-4o-mini,Sleep/Relax
10197,car chill,Car chill,15,yes,chill in the car,high,gpt-4o-mini,Sleep/Relax
10202,chill driving,Chill Driving,15,yes,Driving music,high,gpt-4o-mini,Sleep/Relax
10204,chill work,Chill Work,15,yes,Work music,high,gpt-4o-mini,Sleep/Relax
10206,christmas lights,Christmas Lights,15,yes,Christmas ambiance,high,gpt-4o-mini,Holiday
10225,dancing in the dark,Dancing in the Dark,15,yes,Dancing context,high,gpt-4o-mini,Party
10228,de-stress,de-stress,15,yes,De-stressing music,high,gpt-4o-mini,Other_Purpose
10234,"don't worry, be happy","Don't Worry, Be Happy",15,yes,Feel-good music,high,gpt-4o-mini,Other_Purpose
10250,express yourself,Express Yourself,15,yes,self-expression,mid,gpt-4o-mini,Other_Purpose
10261,free your mind,FREE YOUR MIND,15,yes,mindfulness,mid,gpt-4o-mini,Other_Purpose
10266,gaming songs,Gaming Songs,15,yes,gaming,high,gpt-4o-mini,Gaming
10272,girlpower,Girlpower,15,yes,empowerment,mid,gpt-4o-mini,Other_Purpose
10277,grwm,grwm,15,yes,get ready with me,mid,gpt-4o-mini,Other_Purpose
10279,gym beats,Gym Beats,15,yes,workout,high,gpt-4o-mini,Workout
10280,gym💪🏼,Gym💪🏼,15,yes,Workout music,high,gpt-4o-mini,Workout
10285,heavy lifting,Heavy lifting,15,yes,Workout music,high,gpt-4o-mini,Workout
10292,holiday songs,holiday songs,15,yes,Holiday music,high,gpt-4o-mini,Holiday
10320,let's ride,Let's Ride,15,yes,for driving or riding,high,gpt-4o-mini,Driving
10325,living room,living room,15,yes,for relaxing at home,mid,gpt-4o-mini,Sleep/Relax
10350,morning sunshine,Morning Sunshine,15,yes,for a cheerful morning,high,gpt-4o-mini,Seasonal/Summer
10353,move!,Move!,15,yes,for dancing or exercising,high,gpt-4o-mini,Workout
10359,new mood,new mood,15,yes,for a new vibe,mid,gpt-4o-mini,Other_Purpose
10362,new years eve 2016,new years eve 2016,15,yes,New Year's Eve celebration,high,gpt-4o-mini,Party
10370,oldies goldies,Oldies Goldies,15,yes,Classic oldies music,high,gpt-4o-mini,Other_Purpose
10371,oldies goodies,Oldies Goodies,15,yes,Classic oldies music,high,gpt-4o-mini,Other_Purpose
10384,pride 2017,PRIDE 2017,15,yes,Pride celebration music,high,gpt-4o-mini,Party
10394,relaxxxx,Relaxxxx,15,yes,Relaxation music,high,gpt-4o-mini,Sleep/Relax
10404,road trip mix,Road Trip Mix,15,yes,for road trips,high,gpt-4o-mini,Driving
10405,roadtrip 2016,Roadtrip 2016,15,yes,for road trips,high,gpt-4o-mini,Driving
10406,roadtrip music,Roadtrip music,15,yes,for road trips,high,gpt-4o-mini,Driving
10410,running 2016,Running 2016,15,yes,for running,high,gpt-4o-mini,Workout
10411,running/workout,Running/Workout,15,yes,for running/workout,high,gpt-4o-mini,Workout
10431,skate music,Skate music,15,yes,for skating,high,gpt-4o-mini,Other_Purpose
10434,smoothie,Smoothie,15,yes,for smoothies,mid,gpt-4o-mini,Other_Purpose
10442,summer roadtrip,Summer Roadtrip,15,yes,for a summer road trip,high,gpt-4o-mini,Driving
10456,too cool for school,too cool for school,15,yes,for school-related activities,mid,gpt-4o-mini,Other_Purpose
10464,tropical vibes,Tropical Vibes,15,yes,for a tropical vibe,high,gpt-4o-mini,Other_Purpose
10473,ultimate christmas playlist,ultimate christmas playlist,15,yes,for Christmas celebrations,high,gpt-4o-mini,Party
10488,win,Win,15,yes,motivational or competitive context,mid,gpt-4o-mini,Other_Purpose
10492,worship time,worship time,15,yes,spiritual or worship context,mid,gpt-4o-mini,Worship
10535,all i want for christmas,All I Want For Christmas,14,yes,Christmas song playlist,high,gpt-4o-mini,Holiday
10542,autumn.,autumn.,14,yes,Autumn-themed playlist,mid,gpt-4o-mini,Seasonal/Summer
10548,baby playlist,Baby Playlist,14,yes,Playlist for babies,mid,gpt-4o-mini,Other_Purpose
10553,bass drops,Bass Drops,14,yes,For bass music lovers,mid,gpt-4o-mini,Romance/Wedding
10559,beach days,Beach Days,14,yes,Playlist for beach days,high,gpt-4o-mini,Seasonal/Summer
10564,birthday 2017,Birthday 2017,14,yes,celebrating a birthday,high,gpt-4o-mini,Party
10576,car bangers,car bangers,14,yes,for car rides,mid,gpt-4o-mini,Driving
10577,car beats,Car Beats,14,yes,for driving,high,gpt-4o-mini,Driving
10589,chill/relax,chill/relax,14,yes,for relaxation,high,gpt-4o-mini,Sleep/Relax
10591,christmas love,Christmas Love,14,yes,for Christmas,high,gpt-4o-mini,Holiday
10613,driver,Driver,14,yes,for driving,mid,gpt-4o-mini,Driving
10616,edm party,Edm Party,14,yes,for a party,mid,gpt-4o-mini,Party
10638,friday!,friday!,14,yes,for Friday,mid,gpt-4o-mini,Other_Purpose
10656,gym 2.0,GYM 2.0,14,yes,workout music,high,gpt-4o-mini,Workout
10659,halloween🎃,halloween🎃,14,yes,Halloween-themed music,high,gpt-4o-mini,Holiday
10660,happy morning,happy morning,14,yes,morning playlist,high,gpt-4o-mini,DailyRoutine
10661,hard work,Hard Work,14,yes,motivational music,high,gpt-4o-mini,Other_Purpose
10663,have a great day,have a great day,14,yes,positive vibes,mid,gpt-4o-mini,Other_Purpose
10664,headbang,Headbang,14,yes,headbanging music,high,gpt-4o-mini,Other_Purpose
10673,i feel good,I FEEL GOOD,14,yes,feel-good music,high,gpt-4o-mini,Other_Purpose
10689,just run,just run,14,yes,for running or exercise,high,gpt-4o-mini,Workout
10694,kitchen dancing,Kitchen Dancing,14,yes,for dancing in the kitchen,high,gpt-4o-mini,Party
10702,let's go!,Let's go!,14,yes,for motivation or excitement,high,gpt-4o-mini,Other_Purpose
10705,listen later,listen later,14,yes,for future listening,high,gpt-4o-mini,Other_Purpose
10732,morning routine,morning routine,14,yes,morning routine,high,gpt-4o-mini,DailyRoutine
10765,old school chill,old school chill,14,yes,chill out vibes,mid,gpt-4o-mini,Sleep/Relax
10767,on the way,On The Way,14,yes,traveling or commuting,high,gpt-4o-mini,Party
10770,parkour,Parkour,14,yes,activity/situation: workout,high,gpt-4o-mini,Workout
10771,partaaay,Partaaay,14,yes,party atmosphere,high,gpt-4o-mini,Party
10772,party beats,Party beats,14,yes,party atmosphere,high,gpt-4o-mini,Party
10803,road trip :),road trip :),14,yes,for a road trip,high,gpt-4o-mini,Driving
10804,roadtrip!!!,ROADTRIP!!!,14,yes,for a road trip,high,gpt-4o-mini,Driving
10810,run!!,Run!!,14,yes,for running,high,gpt-4o-mini,Workout
10812,s l e e p,s l e e p,14,yes,for sleeping,high,gpt-4o-mini,Sleep/Relax
10828,shredding,Shredding,14,yes,for shredding,mid,gpt-4o-mini,Other_Purpose
10829,sing it!,SING IT!,14,yes,for singing,high,gpt-4o-mini,Other_Purpose
10830,sing!,Sing!,14,yes,for singing,high,gpt-4o-mini,Other_Purpose
10835,slumber party,Slumber Party,14,yes,for a slumber party,high,gpt-4o-mini,Party
10847,study!,study!,14,yes,for studying,high,gpt-4o-mini,Study/Focus
10867,time to chill,time to chill,14,yes,for chilling,high,gpt-4o-mini,Sleep/Relax
10886,wedding - ceremony,Wedding - Ceremony,14,yes,wedding ceremony music,high,gpt-4o-mini,Romance/Wedding
10887,weekend chill,weekend chill,14,yes,chill weekend vibes,high,gpt-4o-mini,Sleep/Relax
10894,work beats,Work beats,14,yes,music for work,high,gpt-4o-mini,Other_Purpose
10895,work from home,Work From Home,14,yes,music for working from home,high,gpt-4o-mini,Study/Focus
10896,working music,Working Music,14,yes,music for working,high,gpt-4o-mini,Study/Focus
10925,6am,6AM,13,yes,early morning vibes,mid,gpt-4o-mini,DailyRoutine
10952,b-day,B-Day,13,yes,birthday celebration,mid,gpt-4o-mini,Party
10953,baby it's cold outside,Baby it's cold outside,13,yes,winter season vibes,mid,gpt-4o-mini,Seasonal/Summer
10958,beach!,Beach!,13,yes,beach day playlist,mid,gpt-4o-mini,Seasonal/Summer
10959,beach!!,Beach!!,13,yes,beach day playlist,mid,gpt-4o-mini,Seasonal/Summer
10969,birfday,Birfday,13,yes,birthday celebration,high,gpt-4o-mini,Party
10970,black friday,black friday,13,yes,shopping event,mid,gpt-4o-mini,Other_Purpose
10983,car 3,car 3,13,yes,road trip,mid,gpt-4o-mini,Driving
10988,chill asf,chill asf,13,yes,relaxing atmosphere,high,gpt-4o-mini,Sleep/Relax
10989,chill with me,Chill with Me,13,yes,casual hangout,high,gpt-4o-mini,Sleep/Relax
10990,chill'n,Chill'n,13,yes,relaxing,mid,gpt-4o-mini,Sleep/Relax
10995,clubbing,clubbing,13,yes,night out,high,gpt-4o-mini,Party
10997,coffee time,Coffee Time,13,yes,morning routine,high,gpt-4o-mini,DailyRoutine
11003,dad's party,Dad's Party,13,yes,for a party setting,high,gpt-4o-mini,Party
11004,daily dose,daily dose,13,yes,daily music selection,high,gpt-4o-mini,Other_Purpose
11019,disco party,Disco Party,13,yes,for a disco party,high,gpt-4o-mini,Party
11026,driving!,driving!,13,yes,for driving,high,gpt-4o-mini,Driving
11034,en route,En Route,13,yes,for traveling,high,gpt-4o-mini,Party
11045,fight song,Fight Song,13,yes,empowering music for motivation,high,gpt-4o-mini,Other_Purpose
11051,funk it,Funk it,13,yes,fun and upbeat vibes,mid,gpt-4o-mini,Other_Purpose
11056,get free,Get Free,13,yes,uplifting and freeing songs,mid,gpt-4o-mini,Workout
11060,gogo,GoGo,13,yes,energetic and lively music,mid,gpt-4o-mini,Other_Purpose
11062,goldie oldies,goldie oldies,13,yes,nostalgic classic hits,high,gpt-4o-mini,Other_Purpose
11063,good morning :),Good Morning :),13,yes,morning wake-up tunes,high,gpt-4o-mini,DailyRoutine
11068,gym pump,Gym pump,13,yes,music for gym workouts,high,gpt-4o-mini,Workout
11073,highway to hell,Highway to Hell,13,yes,classic rock anthem,high,gpt-4o-mini,Other_Purpose
11086,indie party,Indie Party,13,yes,party atmosphere,high,gpt-4o-mini,Party
11092,it's christmas,It's Christmas,13,yes,Christmas celebration,high,gpt-4o-mini,Party
11138,morning motivation,Morning Motivation,13,yes,morning motivation,high,gpt-4o-mini,DailyRoutine
11149,new year's,New Year's,13,yes,New Year's celebration,high,gpt-4o-mini,Party
11166,para pistear,Para Pistear,13,yes,for partying or drinking,high,gpt-4o-mini,Party
11168,party stuff,Party Stuff,13,yes,for a party,high,gpt-4o-mini,Party
11169,partying,partying,13,yes,for partying,high,gpt-4o-mini,Party
11177,pole dance,pole dance,13,yes,for pole dancing,high,gpt-4o-mini,Party
11182,praise him!,Praise Him!,13,yes,for worship or praise,high,gpt-4o-mini,Worship
11186,quiet songs,Quiet Songs,13,yes,for quiet moments,high,gpt-4o-mini,Other_Purpose
11187,quiet times,quiet times,13,yes,for quiet times,high,gpt-4o-mini,Other_Purpose
11191,raindrops,Raindrops,13,yes,for relaxation or ambiance,mid,gpt-4o-mini,Sleep/Relax
11208,roll up,roll up,13,yes,casual listening,mid,gpt-4o-mini,Other_Purpose
11212,sad tunes,sad tunes,13,yes,melancholic mood,mid,gpt-4o-mini,Other_Purpose
11213,sadboys,sadboys,13,yes,melancholic mood,mid,gpt-4o-mini,Other_Purpose
11220,session,session,13,yes,casual listening,mid,gpt-4o-mini,Other_Purpose
11225,sit back,Sit back,13,yes,relaxation,mid,gpt-4o-mini,Sleep/Relax
11227,sleep mix,Sleep mix,13,yes,sleep aid,high,gpt-4o-mini,Sleep/Relax
11239,sport,sport,13,yes,sports activity,mid,gpt-4o-mini,Other_Purpose
11251,summer anthems,summer anthems,13,yes,summer party vibes,high,gpt-4o-mini,Party
11252,summer mood,summer mood,13,yes,summer mood,high,gpt-4o-mini,Seasonal/Summer
11256,take a breath,Take a breath,13,yes,relaxation or mindfulness,mid,gpt-4o-mini,Sleep/Relax
11279,top rap,top rap,13,yes,rap music,high,gpt-4o-mini,Other_Purpose
11282,training music,Training Music,13,yes,music for training sessions,high,gpt-4o-mini,Workout
11299,walking on sunshine,Walking on Sunshine,13,yes,uplifting and cheerful vibe,mid,gpt-4o-mini,Workout
11304,wedding 1,WEDDING 1,13,yes,music for weddings,high,gpt-4o-mini,Romance/Wedding
11314,"work hard, play hard","Work Hard, Play Hard",13,yes,balance of work and play,mid,gpt-4o-mini,Other_Purpose
11315,work!,work!,13,yes,motivational work music,high,gpt-4o-mini,Other_Purpose
11317,workout💪🏻,workout💪🏻,13,yes,music for workouts,high,gpt-4o-mini,Workout
11321,xmas songs,Xmas Songs,13,yes,Christmas music for the holiday,high,gpt-4o-mini,Holiday
11325,yoga chill,yoga chill,13,yes,music for yoga sessions,high,gpt-4o-mini,Sleep/Relax
11347,#turnup,#TURNUP,12,yes,party or celebration music,mid,gpt-4o-mini,Party
11358,5am,5am,12,yes,early morning music,mid,gpt-4o-mini,DailyRoutine
11371,after work,After Work,12,yes,after work relaxation,high,gpt-4o-mini,Sleep/Relax
11395,bday bash,Bday bash,12,yes,birthday celebration,high,gpt-4o-mini,Party
11399,beer pong,Beer Pong,12,yes,party game music,high,gpt-4o-mini,Party
11407,birthday party playlist,Birthday Party Playlist,12,yes,for birthday celebrations,high,gpt-4o-mini,Party
11426,chill pt.2,chill pt.2,12,yes,for relaxing or unwinding,mid,gpt-4o-mini,Sleep/Relax
11427,chilling music,chilling music,12,yes,for relaxing or unwinding,mid,gpt-4o-mini,Sleep/Relax
11428,chill��,Chill��,12,yes,for relaxing or unwinding,mid,gpt-4o-mini,Sleep/Relax
11429,chill😌,chill😌,12,yes,for relaxing or unwinding,mid,gpt-4o-mini,Sleep/Relax
11432,coffee table jazz,Coffee Table Jazz,12,yes,for a relaxed atmosphere,mid,gpt-4o-mini,Sleep/Relax
11446,dancing shoes,Dancing Shoes,12,yes,for dancing,high,gpt-4o-mini,Party
11461,drive by,Drive By,12,yes,for driving,high,gpt-4o-mini,Driving
11469,exams,exams,12,yes,for studying,high,gpt-4o-mini,Study/Focus
11479,fly high,Fly High,12,yes,for motivation,high,gpt-4o-mini,Other_Purpose
11484,frat party,Frat party,12,yes,party atmosphere,high,gpt-4o-mini,Party
11491,get up and go,Get up and go,12,yes,motivational energy,high,gpt-4o-mini,Other_Purpose
11497,gym 2016,gym 2016,12,yes,workout playlist,high,gpt-4o-mini,Workout
11498,gym motivation,Gym motivation,12,yes,gym motivation,high,gpt-4o-mini,Workout
11499,gym.,Gym.,12,yes,gym context,high,gpt-4o-mini,Workout
11503,happy friday,Happy Friday,12,yes,weekend vibe,high,gpt-4o-mini,Other_Purpose
11507,have a great day!,Have a great day!,12,yes,positive vibes,high,gpt-4o-mini,Other_Purpose
11546,lets go!,Lets Go!,12,yes,motivational or energetic vibe,mid,gpt-4o-mini,Other_Purpose
11549,lindy hop,Lindy Hop,12,yes,dance or swing context,mid,gpt-4o-mini,Party
11551,lit!!!,LIT!!!,12,yes,party or energetic mood,mid,gpt-4o-mini,Party
11585,never give up,Never Give Up,12,yes,motivational theme,high,gpt-4o-mini,Other_Purpose
11592,no stress,No Stress,12,yes,relaxation theme,high,gpt-4o-mini,Sleep/Relax
11610,party anthems,Party Anthems,12,yes,for party atmosphere,high,gpt-4o-mini,Party
11611,party!!!!,party!!!!,12,yes,for party atmosphere,high,gpt-4o-mini,Party
11612,party2,Party2,12,yes,for party atmosphere,high,gpt-4o-mini,Party
11613,partypartyparty,PartyPartyParty,12,yes,for party atmosphere,high,gpt-4o-mini,Party
11618,piano bar,Piano Bar,12,yes,for bar setting,mid,gpt-4o-mini,Other_Purpose
11645,road trip!!!!,road trip!!!!,12,yes,for a road trip,high,gpt-4o-mini,Driving
11646,roadtrip.,Roadtrip.,12,yes,for a road trip,high,gpt-4o-mini,Driving
11650,rock party,Rock Party,12,yes,for a party,high,gpt-4o-mini,Party
11658,run 2016,run 2016,12,yes,for running,high,gpt-4o-mini,Workout
11659,run forest,run forest,12,yes,for running,high,gpt-4o-mini,Workout
11661,school days,school days,12,yes,for school days,high,gpt-4o-mini,Other_Purpose
11674,shower time!,SHOWER TIME!,12,yes,for showering,high,gpt-4o-mini,DailyRoutine
11678,sleep/chill,Sleep/Chill,12,yes,for sleeping or chilling,high,gpt-4o-mini,Sleep/Relax
11679,sleepwalking,sleepwalking,12,yes,for sleeping,high,gpt-4o-mini,Sleep/Relax
11691,summer dance,summer dance,12,yes,dance in summer,high,gpt-4o-mini,Party
11715,time to relax,Time to relax,12,yes,relaxation time,high,gpt-4o-mini,Sleep/Relax
11723,travel songs,Travel songs,12,yes,songs for traveling,high,gpt-4o-mini,Party
11746,wedding after party,Wedding After Party,12,yes,post-wedding celebration,high,gpt-4o-mini,Party
11755,work.,Work.,12,yes,work-related music,high,gpt-4o-mini,Other_Purpose
11756,workout!!,WORKOUT!!,12,yes,for workouts,high,gpt-4o-mini,Workout
11757,workout!!!,Workout!!!,12,yes,for workouts,high,gpt-4o-mini,Workout
11797,acoustic sessions,Acoustic Sessions,11,yes,Acoustic music sessions,high,gpt-4o-mini,Other_Purpose
11798,acoustic stuff,Acoustic stuff,11,yes,Acoustic music,high,gpt-4o-mini,Other_Purpose
11800,adventure!,Adventure!,11,yes,For adventurous moments,high,gpt-4o-mini,Other_Purpose
11818,autumn 2013,Autumn 2013,11,yes,For autumn vibes,mid,gpt-4o-mini,Seasonal/Summer
11819,bachelorette party!,Bachelorette Party!,11,yes,For a bachelorette party,high,gpt-4o-mini,Party
11820,back to the past,back to the past,11,yes,Nostalgic listening,mid,gpt-4o-mini,Other_Purpose
11836,bops!,bops!,11,yes,For upbeat songs,mid,gpt-4o-mini,Other_Purpose
11838,bring it,bring it,11,yes,Motivational playlist,mid,gpt-4o-mini,Other_Purpose
11843,caffeine,Caffeine,11,yes,boost energy with caffeine,mid,gpt-4o-mini,Other_Purpose
11845,car 🚗,car 🚗,11,yes,for a car ride,mid,gpt-4o-mini,Driving
11851,chill (2),Chill (2),11,yes,relaxing or unwinding,mid,gpt-4o-mini,Sleep/Relax
11852,chill out!,chill out!,11,yes,to chill and relax,high,gpt-4o-mini,Sleep/Relax
11858,christmas baby,CHRISTMAS BABY,11,yes,for Christmas celebration,high,gpt-4o-mini,Party
11859,christmas party!,Christmas Party!,11,yes,for a Christmas party,high,gpt-4o-mini,Party
11860,christmas song,Christmas song,11,yes,for Christmas listening,high,gpt-4o-mini,Holiday
11866,cuddle,Cuddle,11,yes,for cuddling or intimacy,mid,gpt-4o-mini,Other_Purpose
11869,"dance, dance, dance","dance, dance, dance",11,yes,for dancing,mid,gpt-4o-mini,Party
11884,easy listen,Easy listen,11,yes,casual listening,high,gpt-4o-mini,Other_Purpose
11892,enjoy the ride,Enjoy the Ride,11,yes,road trip vibes,mid,gpt-4o-mini,Driving
11897,evenings,evenings,11,yes,evening listening,mid,gpt-4o-mini,Other_Purpose
11903,feel good!,Feel Good!,11,yes,uplifting music,high,gpt-4o-mini,Workout
11904,feels...,Feels...,11,yes,reflective mood,mid,gpt-4o-mini,Other_Purpose
11911,free time,free time,11,yes,leisure time,mid,gpt-4o-mini,Other_Purpose
11913,funk!,FUNK!,11,yes,dance party,high,gpt-4o-mini,Party
11925,happy new year,Happy New Year,11,yes,New Year celebration,high,gpt-4o-mini,Party
11937,i work out!,I work out!,11,yes,Workout motivation,high,gpt-4o-mini,Workout
11938,ichill,iChill,11,yes,Chill out,high,gpt-4o-mini,Sleep/Relax
11947,it's christmas time,it's christmas time,11,yes,Christmas celebration,high,gpt-4o-mini,Party
11973,life is a highway,Life Is A Highway,11,yes,road trip sing-along,mid,gpt-4o-mini,Driving
12013,musica para bailar,Musica Para Bailar,11,yes,dance music playlist,high,gpt-4o-mini,Party
12016,naps,naps,11,yes,for taking naps,high,gpt-4o-mini,Other_Purpose
12038,our wedding playlist,Our Wedding Playlist,11,yes,for a wedding,high,gpt-4o-mini,Romance/Wedding
12043,partay!,Partay!,11,yes,party atmosphere,high,gpt-4o-mini,Party
12044,party 3,Party 3,11,yes,party atmosphere,high,gpt-4o-mini,Party
12045,party in the usa,Party in the USA,11,yes,party atmosphere,high,gpt-4o-mini,Party
12046,party pop,Party Pop,11,yes,party atmosphere,high,gpt-4o-mini,Party
12053,play hard,Play Hard,11,yes,motivational context,mid,gpt-4o-mini,Other_Purpose
12055,play it loud,play it loud,11,yes,loud listening,mid,gpt-4o-mini,Other_Purpose
12064,pump up!,Pump up!,11,yes,motivational context,high,gpt-4o-mini,Other_Purpose
12081,roadtrip 🚗,roadtrip 🚗,11,yes,for a road trip,high,gpt-4o-mini,Driving
12090,sad chill,sad chill,11,yes,for relaxing or chilling,mid,gpt-4o-mini,Sleep/Relax
12096,shake it up,shake it up,11,yes,for dancing or fun,mid,gpt-4o-mini,Party
12099,shut up and listen,Shut up and listen,11,yes,for focused listening,mid,gpt-4o-mini,Study/Focus
12100,sick songs,sick songs,11,yes,for feeling unwell,mid,gpt-4o-mini,Other_Purpose
12104,skateboarding,skateboarding,11,yes,for skateboarding,high,gpt-4o-mini,Other_Purpose
12106,slow love,Slow love,11,yes,for romantic moments,mid,gpt-4o-mini,Romance/Wedding
12107,slowmo,slowmo,11,yes,for slow moments,mid,gpt-4o-mini,Other_Purpose
12109,so sad,so sad,11,yes,for feeling sad,mid,gpt-4o-mini,Other_Purpose
12113,songs for :(,Songs for :(,11,yes,for expressing sadness,mid,gpt-4o-mini,Other_Purpose
12114,songs to share,Songs to share,11,yes,for sharing with others,mid,gpt-4o-mini,Other_Purpose
12120,study chill,Study chill,11,yes,Focus on studying,high,gpt-4o-mini,Sleep/Relax
12142,thesis,thesis,11,yes,Focus on thesis work,mid,gpt-4o-mini,Study/Focus
12166,vegas baby!,Vegas baby!,11,yes,celebratory atmosphere,mid,gpt-4o-mini,Party
12173,wakey wakey,Wakey Wakey,11,yes,morning wake-up,mid,gpt-4o-mini,DailyRoutine
12175,warming up,warming up,11,yes,preparation phase,mid,gpt-4o-mini,Other_Purpose
12180,workout💪,workout💪,11,yes,exercise motivation,high,gpt-4o-mini,Workout
12182,xmas 2014,Xmas 2014,11,yes,holiday celebration,mid,gpt-4o-mini,Party
12185,you can do it,you can do it,11,yes,encouragement,mid,gpt-4o-mini,Other_Purpose
12197,🏃🏽,🏃🏽,11,yes,running or exercise,high,gpt-4o-mini,Workout
